age,job,marital,education,default,balance,housing,loan,contact,day,month,pdays,poutcome,deposit,deposit_encoded,duration_log,campaign_log,previous_log,cluster
50.0,services,single,secondary,no,1716.0,yes,no,cellular,7,apr,-1.0,unknown,no,0.0,5.60947179518496,0.6931471805599453,0.0,1
35.0,unemployed,married,secondary,no,2228.0,no,no,unknown,19,jun,-1.0,unknown,no,0.0,6.135564891081739,1.0986122886681098,0.0,3
45.0,services,single,secondary,no,1515.0,no,no,unknown,20,jun,-1.0,unknown,no,0.0,2.70805020110221,1.6094379124341003,0.0,0
51.0,self-employed,married,secondary,no,44.0,yes,yes,telephone,21,jul,-1.0,unknown,no,0.0,4.382026634673881,0.6931471805599453,0.0,1
47.0,admin.,single,primary,no,683.0,no,no,cellular,20,nov,-1.0,unknown,no,0.0,4.624972813284271,0.6931471805599453,0.0,1
54.0,blue-collar,divorced,unknown,no,-473.0,yes,no,cellular,14,may,53.375,failure,no,0.0,5.480638923341991,0.6931471805599453,1.0986122886681098,2
54.0,services,married,secondary,no,4087.0,yes,no,unknown,20,may,-1.0,unknown,no,0.0,4.584967478670572,1.0986122886681098,0.0,3
35.0,blue-collar,married,secondary,no,911.0,yes,no,cellular,20,nov,53.375,other,no,0.0,6.075346031088684,1.0986122886681098,1.252762968495368,2
74.0,retired,married,secondary,no,3771.0,no,no,telephone,16,apr,-1.0,unknown,no,0.0,5.075173815233827,0.6931471805599453,0.0,3
32.0,technician,married,secondary,no,1119.0,no,no,cellular,19,nov,-1.0,unknown,no,0.0,5.918893854273146,1.0986122886681098,0.0,1
56.0,management,married,tertiary,no,-6.0,no,no,telephone,31,jul,-1.0,unknown,no,0.0,3.4011973816621555,1.9459101490553132,0.0,0
57.0,retired,divorced,secondary,no,-663.0,yes,no,cellular,13,may,53.375,failure,no,0.0,5.351858133476067,0.6931471805599453,1.0986122886681098,2
33.0,blue-collar,married,secondary,no,686.0,yes,yes,telephone,14,may,53.375,other,no,0.0,3.4339872044851463,1.9459101490553132,1.252762968495368,2
44.0,blue-collar,married,primary,no,112.0,yes,no,unknown,14,may,-1.0,unknown,no,0.0,5.420534999272286,1.0986122886681098,0.0,1
30.0,admin.,divorced,secondary,no,83.0,yes,yes,unknown,6,may,-1.0,unknown,no,0.0,5.739792912179234,0.6931471805599453,0.0,1
48.0,blue-collar,married,primary,no,418.0,yes,no,unknown,9,may,-1.0,unknown,no,0.0,4.634728988229636,1.3862943611198906,0.0,0
38.0,management,married,secondary,no,3840.0,yes,yes,cellular,17,nov,-1.0,unknown,no,0.0,4.143134726391533,0.6931471805599453,0.0,3
26.0,management,single,tertiary,no,4087.0,no,no,cellular,1,apr,-1.0,unknown,no,0.0,5.575949103146316,0.6931471805599453,0.0,3
24.0,blue-collar,single,secondary,no,-10.0,yes,no,unknown,13,may,-1.0,unknown,no,0.0,4.672828834461906,0.6931471805599453,0.0,1
28.0,management,married,secondary,no,3.0,yes,no,cellular,14,sep,24.0,other,no,0.0,4.727387818712341,1.0986122886681098,1.0986122886681098,2
55.0,management,married,tertiary,no,1433.0,no,no,unknown,12,jun,-1.0,unknown,no,0.0,5.700443573390687,1.3862943611198906,0.0,3
40.0,technician,married,secondary,no,0.0,yes,yes,cellular,26,jul,53.375,failure,no,0.0,4.663439094112067,1.0986122886681098,0.6931471805599453,2
39.0,management,married,tertiary,no,756.0,yes,no,unknown,2,jun,-1.0,unknown,no,0.0,5.594711379601839,0.6931471805599453,0.0,1
43.0,services,divorced,secondary,no,313.0,yes,no,cellular,8,may,-1.0,unknown,no,0.0,5.049856007249537,1.0986122886681098,0.0,1
32.0,blue-collar,married,secondary,no,4087.0,yes,no,unknown,20,may,-1.0,unknown,no,0.0,5.327876168789581,1.0986122886681098,0.0,3
35.0,blue-collar,married,secondary,no,74.0,no,no,cellular,23,jul,-1.0,unknown,no,0.0,5.517452896464707,1.0986122886681098,0.0,1
53.0,technician,married,tertiary,no,431.0,yes,no,cellular,5,may,53.375,failure,no,0.0,4.02535169073515,0.6931471805599453,0.6931471805599453,2
44.0,unemployed,divorced,secondary,no,522.0,no,no,cellular,7,apr,-1.0,unknown,no,0.0,6.021023349349527,0.6931471805599453,0.0,1
42.0,housemaid,married,primary,no,0.0,no,yes,cellular,11,jul,-1.0,unknown,no,0.0,4.430816798843313,1.0986122886681098,0.0,1
59.0,retired,married,tertiary,no,1296.0,no,no,cellular,11,aug,-1.0,unknown,no,0.0,6.760414691083428,1.9459101490553132,0.0,0
32.0,blue-collar,single,secondary,no,435.0,yes,no,unknown,21,may,-1.0,unknown,no,0.0,5.924255797414532,1.0986122886681098,0.0,1
47.0,blue-collar,married,secondary,no,2128.0,yes,no,telephone,17,apr,-1.0,unknown,no,0.0,4.59511985013459,0.6931471805599453,0.0,3
30.0,management,single,secondary,no,-383.0,yes,no,cellular,18,may,-1.0,unknown,no,0.0,5.14166355650266,0.6931471805599453,0.0,1
38.0,technician,single,secondary,no,1019.0,yes,no,cellular,6,may,-1.0,unknown,no,0.0,5.521460917862246,0.6931471805599453,0.0,1
40.0,blue-collar,single,primary,no,1780.0,no,yes,unknown,11,jun,-1.0,unknown,no,0.0,4.74493212836325,0.6931471805599453,0.0,1
34.0,management,single,tertiary,no,431.0,no,no,cellular,16,jul,-1.0,unknown,no,0.0,5.996452088619021,0.6931471805599453,0.0,1
33.0,technician,single,tertiary,no,4087.0,no,yes,cellular,21,aug,-1.0,unknown,no,0.0,6.2166061010848646,1.0986122886681098,0.0,3
27.0,unemployed,single,secondary,no,0.0,yes,no,cellular,21,jul,-1.0,unknown,no,0.0,3.9889840465642745,1.9459101490553132,0.0,0
39.0,blue-collar,married,secondary,no,138.0,no,no,unknown,9,jun,-1.0,unknown,no,0.0,4.127134385045092,1.0986122886681098,0.0,1
38.0,blue-collar,married,secondary,no,292.0,yes,yes,unknown,6,jun,-1.0,unknown,no,0.0,4.442651256490317,1.0986122886681098,0.0,1
55.0,services,married,tertiary,no,606.0,no,yes,cellular,18,nov,-1.0,unknown,no,0.0,4.74493212836325,1.0986122886681098,0.0,0
59.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,5,may,-1.0,unknown,no,0.0,5.424950017481403,0.6931471805599453,0.0,1
37.0,management,married,tertiary,no,26.0,no,no,cellular,17,jun,53.375,failure,no,0.0,5.0238805208462765,1.9459101490553132,1.252762968495368,2
38.0,services,single,secondary,no,322.0,yes,no,unknown,26,may,-1.0,unknown,no,0.0,4.127134385045092,0.6931471805599453,0.0,1
20.0,admin.,single,secondary,no,336.0,no,yes,cellular,5,jun,-1.0,unknown,no,0.0,4.897839799950911,0.6931471805599453,0.0,1
51.0,entrepreneur,married,tertiary,no,4087.0,yes,no,cellular,21,nov,-1.0,unknown,no,0.0,3.7376696182833684,0.6931471805599453,0.0,3
48.0,admin.,married,unknown,no,0.0,yes,no,cellular,8,may,53.375,failure,no,0.0,4.454347296253507,0.6931471805599453,1.0986122886681098,2
36.0,management,married,tertiary,no,928.0,yes,no,cellular,20,apr,-1.0,unknown,no,0.0,5.480638923341991,0.6931471805599453,0.0,1
30.0,management,single,tertiary,no,2.0,no,no,cellular,27,aug,-1.0,unknown,no,0.0,2.995732273553991,1.9459101490553132,0.0,0
45.0,management,married,tertiary,no,2220.0,yes,no,cellular,11,jul,-1.0,unknown,no,0.0,4.859812404361672,1.0986122886681098,0.0,3
31.0,blue-collar,divorced,secondary,no,1125.0,no,yes,unknown,15,may,-1.0,unknown,no,0.0,6.3080984415095305,0.6931471805599453,0.0,1
40.0,technician,married,secondary,no,503.0,yes,no,unknown,14,may,-1.0,unknown,no,0.0,4.852030263919617,1.3862943611198906,0.0,0
58.0,entrepreneur,married,tertiary,no,2920.0,yes,no,unknown,9,jun,-1.0,unknown,no,0.0,4.919980925828125,0.6931471805599453,0.0,3
35.0,blue-collar,married,primary,no,4087.0,no,no,cellular,16,apr,-1.0,unknown,no,0.0,5.58724865840025,0.6931471805599453,0.0,3
42.0,management,married,tertiary,no,0.0,no,no,cellular,6,aug,-1.0,unknown,no,0.0,4.406719247264253,1.3862943611198906,0.0,0
48.0,blue-collar,married,primary,no,1080.0,yes,no,cellular,11,may,-1.0,unknown,no,0.0,5.288267030694535,1.0986122886681098,0.0,1
52.0,technician,single,secondary,no,36.0,yes,no,unknown,16,may,-1.0,unknown,no,0.0,5.817111159963204,0.6931471805599453,0.0,1
30.0,services,single,tertiary,no,803.0,no,no,cellular,30,apr,-1.0,unknown,no,0.0,5.497168225293202,0.6931471805599453,0.0,1
43.0,blue-collar,married,primary,no,8.0,no,no,telephone,7,jul,-1.0,unknown,no,0.0,5.5053315359323625,1.791759469228055,0.0,0
43.0,blue-collar,married,secondary,no,833.0,no,no,cellular,17,jul,-1.0,unknown,no,0.0,5.056245805348308,0.6931471805599453,0.0,1
30.0,management,single,tertiary,no,3410.0,yes,no,cellular,18,may,-1.0,unknown,no,0.0,4.948759890378168,0.6931471805599453,0.0,3
46.0,technician,married,unknown,no,605.0,yes,no,cellular,20,apr,-1.0,unknown,no,0.0,6.660575149839686,1.0986122886681098,0.0,1
43.0,entrepreneur,married,tertiary,no,4087.0,yes,no,cellular,18,nov,-1.0,unknown,no,0.0,6.144185634125646,0.6931471805599453,0.0,3
36.0,admin.,married,tertiary,no,586.0,yes,no,cellular,28,jan,-1.0,unknown,no,0.0,4.844187086458591,0.6931471805599453,0.0,1
42.0,management,married,tertiary,no,559.0,no,no,cellular,19,aug,-1.0,unknown,no,0.0,4.48863636973214,0.6931471805599453,0.0,1
41.0,blue-collar,married,secondary,no,4087.0,yes,no,cellular,3,apr,-1.0,unknown,no,0.0,6.9411900550683745,0.6931471805599453,0.0,3
50.0,management,single,secondary,no,4087.0,yes,no,cellular,14,may,-1.0,unknown,no,0.0,4.948759890378168,0.6931471805599453,0.0,3
25.0,blue-collar,single,primary,no,-221.0,yes,no,unknown,23,may,-1.0,unknown,no,0.0,5.5254529391317835,0.6931471805599453,0.0,1
36.0,management,married,tertiary,no,242.0,yes,no,cellular,14,may,-1.0,unknown,no,0.0,3.044522437723423,0.6931471805599453,0.0,1
59.0,retired,divorced,primary,no,20.0,no,no,cellular,10,jul,-1.0,unknown,no,0.0,5.700443573390687,0.6931471805599453,0.0,1
50.0,admin.,divorced,secondary,no,797.0,yes,no,telephone,25,jul,-1.0,unknown,no,0.0,4.290459441148391,1.9459101490553132,0.0,0
45.0,management,married,primary,no,321.0,yes,no,cellular,30,jul,-1.0,unknown,no,0.0,6.823286122355687,1.6094379124341003,0.0,0
49.0,entrepreneur,married,tertiary,no,313.0,yes,no,cellular,17,nov,53.375,failure,no,0.0,3.7612001156935624,1.0986122886681098,1.0986122886681098,2
54.0,technician,divorced,secondary,no,136.0,no,yes,cellular,10,jul,-1.0,unknown,no,0.0,5.0238805208462765,1.6094379124341003,0.0,0
33.0,admin.,married,secondary,no,0.0,yes,yes,cellular,9,jul,-1.0,unknown,no,0.0,5.081404364984463,0.6931471805599453,0.0,1
67.0,technician,married,secondary,no,0.0,no,no,cellular,13,aug,53.375,success,no,0.0,6.9411900550683745,1.0986122886681098,0.6931471805599453,2
31.0,admin.,married,secondary,no,54.0,yes,no,cellular,21,nov,-1.0,unknown,no,0.0,5.424950017481403,0.6931471805599453,0.0,1
59.0,blue-collar,divorced,secondary,no,0.0,no,yes,cellular,15,jul,-1.0,unknown,no,0.0,5.472270673671475,1.6094379124341003,0.0,0
28.0,admin.,single,tertiary,no,373.0,yes,no,cellular,4,feb,-1.0,unknown,no,0.0,4.844187086458591,0.6931471805599453,0.0,1
58.0,management,divorced,tertiary,no,577.0,no,no,unknown,15,may,-1.0,unknown,no,0.0,6.9411900550683745,1.3862943611198906,0.0,1
30.0,services,divorced,secondary,no,0.0,no,no,cellular,29,jan,-1.0,unknown,no,0.0,4.499809670330265,0.6931471805599453,0.0,1
53.0,retired,married,secondary,no,1296.0,yes,no,unknown,17,jun,-1.0,unknown,no,0.0,4.7535901911063645,0.6931471805599453,0.0,1
51.0,management,married,unknown,no,2642.0,no,no,cellular,29,jul,-1.0,unknown,no,0.0,3.970291913552122,1.9459101490553132,0.0,0
47.0,blue-collar,married,secondary,no,3237.0,yes,no,unknown,15,may,-1.0,unknown,no,0.0,5.293304824724492,1.3862943611198906,0.0,3
30.0,management,single,tertiary,no,1191.0,no,no,cellular,11,aug,-1.0,unknown,no,0.0,5.945420608606575,1.6094379124341003,0.0,0
38.0,management,married,tertiary,no,2278.0,yes,yes,cellular,13,may,-1.0,unknown,no,0.0,5.501258210544727,0.6931471805599453,0.0,3
53.0,technician,single,secondary,no,-165.0,yes,no,cellular,9,jul,-1.0,unknown,no,0.0,4.499809670330265,0.6931471805599453,0.0,1
59.0,retired,married,unknown,no,178.0,yes,no,telephone,11,jul,-1.0,unknown,no,0.0,5.802118375377063,1.0986122886681098,0.0,1
57.0,unemployed,married,tertiary,no,209.0,no,no,unknown,19,jun,-1.0,unknown,no,0.0,6.118097198041348,0.6931471805599453,0.0,1
36.0,self-employed,single,tertiary,no,3560.0,no,no,unknown,2,jun,-1.0,unknown,no,0.0,6.016157159698354,1.0986122886681098,0.0,3
42.0,blue-collar,married,secondary,no,490.0,yes,no,unknown,5,may,-1.0,unknown,no,0.0,5.958424693029782,1.0986122886681098,0.0,1
56.0,technician,single,secondary,no,3499.0,yes,no,unknown,29,may,-1.0,unknown,no,0.0,5.517452896464707,1.3862943611198906,0.0,3
38.0,unemployed,married,secondary,no,995.0,no,no,unknown,26,jul,-1.0,unknown,no,0.0,4.442651256490317,0.6931471805599453,0.0,1
47.0,management,married,unknown,no,1128.0,no,no,cellular,28,jan,-1.0,unknown,no,0.0,4.189654742026425,1.0986122886681098,0.0,0
30.0,self-employed,married,tertiary,no,163.0,yes,no,cellular,18,may,53.375,other,no,0.0,5.0106352940962555,0.6931471805599453,1.252762968495368,2
42.0,entrepreneur,single,primary,no,103.0,yes,no,unknown,19,may,-1.0,unknown,no,0.0,5.056245805348308,1.791759469228055,0.0,0
34.0,management,divorced,tertiary,no,70.0,yes,no,unknown,22,jul,53.375,other,no,0.0,1.791759469228055,0.6931471805599453,1.252762968495368,2
29.0,services,married,secondary,no,191.0,yes,no,cellular,17,apr,-1.0,unknown,no,0.0,4.477336814478207,0.6931471805599453,0.0,1
49.0,management,married,secondary,no,1601.0,no,no,cellular,29,jul,-1.0,unknown,no,0.0,3.871201010907891,1.791759469228055,0.0,0
59.0,management,married,tertiary,no,287.0,yes,no,cellular,20,apr,53.375,failure,no,0.0,6.70808408385307,1.0986122886681098,1.252762968495368,2
30.0,management,single,tertiary,no,199.0,no,yes,cellular,28,jul,-1.0,unknown,no,0.0,4.882801922586371,1.9459101490553132,0.0,0
37.0,technician,married,secondary,no,177.0,yes,no,cellular,16,jul,-1.0,unknown,no,0.0,6.142037405587356,1.3862943611198906,0.0,0
27.0,admin.,single,tertiary,no,832.0,no,no,cellular,21,apr,-1.0,unknown,no,0.0,5.820082930352362,0.6931471805599453,0.0,1
24.0,student,single,secondary,no,493.0,yes,no,cellular,13,may,53.375,other,no,0.0,4.454347296253507,1.6094379124341003,0.6931471805599453,2
55.0,management,married,tertiary,no,4087.0,no,no,cellular,29,oct,-1.0,unknown,no,0.0,5.5134287461649825,1.0986122886681098,0.0,3
60.0,technician,divorced,secondary,no,-50.0,no,no,cellular,28,aug,-1.0,unknown,no,0.0,6.073044534100405,1.9459101490553132,0.0,0
30.0,services,married,secondary,no,292.0,yes,yes,cellular,15,apr,-1.0,unknown,no,0.0,6.480044561926653,1.6094379124341003,0.0,0
34.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,5,may,-1.0,unknown,no,0.0,5.017279836814924,0.6931471805599453,0.0,1
36.0,admin.,married,secondary,no,0.0,no,yes,cellular,29,jul,-1.0,unknown,no,0.0,4.736198448394496,1.9459101490553132,0.0,0
44.0,blue-collar,married,secondary,no,294.0,yes,no,unknown,19,may,-1.0,unknown,no,0.0,4.204692619390966,1.0986122886681098,0.0,0
38.0,management,married,tertiary,no,-558.0,yes,no,cellular,21,jul,-1.0,unknown,no,0.0,6.280395838960195,0.6931471805599453,0.0,1
60.0,management,married,tertiary,yes,-311.0,no,no,cellular,25,aug,-1.0,unknown,no,0.0,5.0238805208462765,1.9459101490553132,0.0,0
58.0,services,married,secondary,no,688.0,no,no,cellular,6,aug,-1.0,unknown,no,0.0,5.030437921392435,1.0986122886681098,0.0,1
30.0,admin.,single,secondary,no,-548.0,yes,yes,cellular,28,jul,-1.0,unknown,no,0.0,4.2626798770413155,1.0986122886681098,0.0,0
39.0,technician,married,tertiary,no,94.0,no,no,cellular,7,aug,-1.0,unknown,no,0.0,4.2626798770413155,1.0986122886681098,0.0,1
44.0,housemaid,single,secondary,no,299.0,no,no,cellular,20,nov,-1.0,unknown,no,0.0,5.231108616854587,0.6931471805599453,0.0,1
32.0,management,married,secondary,no,4087.0,yes,yes,cellular,18,nov,53.375,failure,no,0.0,6.18826412308259,1.0986122886681098,1.0986122886681098,2
32.0,blue-collar,married,primary,no,494.0,yes,no,unknown,26,may,-1.0,unknown,no,0.0,5.53338948872752,1.0986122886681098,0.0,1
47.0,admin.,single,secondary,no,594.0,yes,no,unknown,7,may,-1.0,unknown,no,0.0,5.087596335232384,0.6931471805599453,0.0,1
37.0,technician,married,tertiary,yes,0.0,yes,no,unknown,14,may,-1.0,unknown,no,0.0,4.543294782270004,1.9459101490553132,0.0,0
74.5,retired,divorced,unknown,no,157.0,no,no,telephone,7,sep,-1.0,unknown,no,0.0,4.997212273764115,0.6931471805599453,0.0,1
38.0,technician,married,secondary,no,183.0,yes,no,cellular,16,apr,53.375,failure,no,0.0,5.54907608489522,1.3862943611198906,1.0986122886681098,2
31.0,management,married,tertiary,no,4087.0,yes,no,unknown,27,may,-1.0,unknown,no,0.0,5.488937726156687,1.0986122886681098,0.0,3
49.0,services,single,secondary,no,1884.0,yes,no,cellular,8,may,-1.0,unknown,no,0.0,3.784189633918261,0.6931471805599453,0.0,1
53.0,retired,married,primary,no,0.0,no,yes,unknown,27,jun,-1.0,unknown,no,0.0,6.617402977974478,0.6931471805599453,0.0,1
55.0,management,divorced,tertiary,no,446.0,no,no,cellular,2,feb,-1.0,unknown,no,0.0,5.075173815233827,0.6931471805599453,0.0,1
30.0,management,single,tertiary,no,114.0,no,no,cellular,14,aug,-1.0,unknown,no,0.0,4.189654742026425,1.6094379124341003,0.0,0
41.0,management,married,tertiary,no,217.0,no,no,cellular,19,nov,-1.0,unknown,no,0.0,5.796057750765372,0.6931471805599453,0.0,1
31.0,services,married,secondary,no,1783.0,yes,yes,cellular,6,may,-1.0,unknown,no,0.0,5.393627546352362,0.6931471805599453,0.0,1
39.0,services,married,secondary,no,208.0,no,yes,cellular,9,feb,-1.0,unknown,no,0.0,4.812184355372417,1.0986122886681098,0.0,1
43.0,blue-collar,married,secondary,no,1311.0,yes,no,unknown,14,may,-1.0,unknown,no,0.0,6.616065185132817,0.6931471805599453,0.0,1
45.0,management,divorced,tertiary,no,2813.0,yes,no,cellular,13,may,-1.0,unknown,no,0.0,3.784189633918261,0.6931471805599453,0.0,3
42.0,management,married,tertiary,no,783.0,yes,no,cellular,19,nov,53.375,failure,no,0.0,4.356708826689592,1.0986122886681098,1.252762968495368,2
35.0,management,single,tertiary,no,243.0,yes,no,unknown,12,may,-1.0,unknown,no,0.0,4.634728988229636,1.3862943611198906,0.0,0
43.0,self-employed,married,secondary,no,4087.0,yes,no,cellular,6,aug,-1.0,unknown,no,0.0,4.941642422609304,1.0986122886681098,0.0,3
54.0,management,married,secondary,no,2895.0,yes,no,cellular,9,feb,53.375,failure,no,0.0,3.044522437723423,1.0986122886681098,0.6931471805599453,2
43.0,blue-collar,married,primary,no,377.0,no,yes,unknown,20,jun,-1.0,unknown,no,0.0,2.4849066497880004,1.791759469228055,0.0,0
33.0,admin.,married,secondary,no,2.0,yes,no,unknown,20,may,-1.0,unknown,no,0.0,5.308267697401205,0.6931471805599453,0.0,1
31.0,management,single,tertiary,no,153.0,no,no,cellular,9,feb,-1.0,unknown,no,0.0,4.189654742026425,1.3862943611198906,0.0,0
42.0,unemployed,married,secondary,no,-165.0,yes,yes,unknown,27,may,-1.0,unknown,no,0.0,5.19295685089021,1.3862943611198906,0.0,0
34.0,blue-collar,single,secondary,no,2764.0,yes,no,cellular,13,may,53.375,failure,no,0.0,5.0689042022202315,0.6931471805599453,0.6931471805599453,2
36.0,blue-collar,married,secondary,no,4087.0,yes,no,cellular,20,apr,-1.0,unknown,no,0.0,5.308267697401205,1.3862943611198906,0.0,3
51.0,services,married,secondary,no,7.0,yes,no,cellular,31,jul,-1.0,unknown,no,0.0,2.1972245773362196,1.9459101490553132,0.0,0
50.0,blue-collar,married,primary,no,2590.0,yes,no,unknown,9,may,-1.0,unknown,no,0.0,5.552959584921617,1.9459101490553132,0.0,0
32.0,student,single,secondary,no,14.0,no,no,cellular,19,aug,53.375,other,no,0.0,4.976733742420574,1.3862943611198906,0.6931471805599453,2
37.0,management,married,tertiary,no,2672.0,yes,no,cellular,11,aug,-1.0,unknown,no,0.0,6.309918278226516,0.6931471805599453,0.0,3
50.0,blue-collar,divorced,secondary,no,881.0,yes,yes,cellular,20,apr,-1.0,unknown,no,0.0,5.093750200806762,0.6931471805599453,0.0,1
52.0,blue-collar,married,primary,no,4087.0,yes,no,unknown,6,jun,-1.0,unknown,no,0.0,5.176149732573829,1.0986122886681098,0.0,3
30.0,admin.,divorced,secondary,no,370.0,yes,no,unknown,15,may,-1.0,unknown,no,0.0,5.081404364984463,0.6931471805599453,0.0,1
38.0,management,single,tertiary,no,4087.0,yes,no,unknown,29,may,-1.0,unknown,no,0.0,5.926926025970411,1.6094379124341003,0.0,3
50.0,blue-collar,married,primary,no,859.0,yes,yes,telephone,9,feb,53.375,failure,no,0.0,4.04305126783455,1.791759469228055,1.252762968495368,2
32.0,blue-collar,single,secondary,no,1940.0,yes,yes,unknown,13,may,-1.0,unknown,no,0.0,5.703782474656201,1.3862943611198906,0.0,1
24.0,blue-collar,single,primary,no,1033.0,yes,no,cellular,24,nov,-1.0,unknown,no,0.0,5.648974238161206,0.6931471805599453,0.0,1
36.0,management,married,tertiary,no,532.0,yes,no,cellular,14,may,-1.0,unknown,no,0.0,6.403574197934815,0.6931471805599453,0.0,1
42.0,technician,single,secondary,no,-321.0,no,no,cellular,28,jan,-1.0,unknown,no,0.0,5.442417710521793,1.0986122886681098,0.0,0
50.0,blue-collar,married,primary,no,383.0,no,no,telephone,2,oct,-1.0,unknown,no,0.0,5.948034989180646,1.0986122886681098,0.0,1
41.0,blue-collar,married,primary,no,865.0,no,yes,unknown,19,may,-1.0,unknown,no,0.0,2.995732273553991,1.791759469228055,0.0,0
34.0,admin.,single,secondary,no,1352.0,yes,no,cellular,20,apr,53.375,other,no,0.0,4.844187086458591,0.6931471805599453,1.252762968495368,2
29.0,technician,married,tertiary,no,-722.0,no,yes,unknown,27,jun,-1.0,unknown,no,0.0,4.804021044733257,1.6094379124341003,0.0,0
47.0,management,married,secondary,no,1144.0,no,yes,cellular,29,jan,-1.0,unknown,no,0.0,5.783825182329737,0.6931471805599453,0.0,1
44.0,blue-collar,married,secondary,no,794.0,yes,no,cellular,5,feb,53.375,other,no,0.0,5.8377304471659395,0.6931471805599453,0.6931471805599453,2
49.0,self-employed,married,secondary,no,2061.0,yes,yes,unknown,30,may,-1.0,unknown,no,0.0,4.927253685157205,1.3862943611198906,0.0,0
39.0,blue-collar,divorced,secondary,no,36.0,yes,no,unknown,12,may,-1.0,unknown,no,0.0,4.700480365792417,1.0986122886681098,0.0,1
31.0,entrepreneur,single,tertiary,no,734.0,yes,no,cellular,7,may,53.375,other,no,0.0,5.69035945432406,0.6931471805599453,1.252762968495368,2
36.0,services,single,secondary,no,99.0,no,no,unknown,17,jun,-1.0,unknown,no,0.0,5.54907608489522,1.9459101490553132,0.0,0
44.0,blue-collar,married,secondary,no,879.0,yes,no,cellular,3,apr,-1.0,unknown,no,0.0,5.950642552587727,0.6931471805599453,0.0,1
29.0,management,married,tertiary,no,0.0,yes,no,telephone,15,jul,-1.0,unknown,no,0.0,4.5217885770490405,1.0986122886681098,0.0,1
33.0,management,single,tertiary,no,4087.0,yes,no,unknown,12,may,-1.0,unknown,no,0.0,6.124683390894205,1.9459101490553132,0.0,3
40.0,admin.,married,secondary,no,0.0,yes,no,unknown,23,may,-1.0,unknown,no,0.0,5.267858159063328,1.0986122886681098,0.0,1
33.0,management,single,tertiary,no,275.0,no,no,cellular,18,nov,-1.0,unknown,no,0.0,5.855071922202427,0.6931471805599453,0.0,1
54.0,management,married,tertiary,no,4087.0,yes,no,cellular,19,nov,53.375,failure,no,0.0,4.897839799950911,0.6931471805599453,1.252762968495368,2
32.0,management,single,tertiary,no,4087.0,no,no,cellular,2,nov,-1.0,unknown,no,0.0,4.532599493153256,1.3862943611198906,0.0,3
57.0,management,married,tertiary,no,350.0,no,no,telephone,4,may,-1.0,unknown,no,0.0,4.477336814478207,1.3862943611198906,0.0,0
46.0,management,married,tertiary,no,699.0,no,no,cellular,2,feb,-1.0,unknown,no,0.0,5.488937726156687,0.6931471805599453,0.0,1
30.0,blue-collar,single,secondary,no,906.0,yes,yes,unknown,21,may,-1.0,unknown,no,0.0,5.389071729816501,1.9459101490553132,0.0,0
35.0,management,married,secondary,no,97.0,yes,no,unknown,29,may,-1.0,unknown,no,0.0,4.912654885736052,1.6094379124341003,0.0,0
36.0,admin.,single,secondary,no,115.0,no,no,cellular,4,may,53.375,failure,no,0.0,4.90527477843843,1.3862943611198906,0.6931471805599453,2
37.0,admin.,married,secondary,no,36.0,yes,no,unknown,13,may,-1.0,unknown,no,0.0,6.061456918928017,0.6931471805599453,0.0,1
41.0,admin.,divorced,secondary,no,1076.0,yes,no,cellular,3,jun,53.375,other,no,0.0,4.356708826689592,1.0986122886681098,1.0986122886681098,2
38.0,blue-collar,single,secondary,no,-56.0,yes,yes,unknown,6,jun,-1.0,unknown,no,0.0,5.5134287461649825,1.0986122886681098,0.0,1
34.0,admin.,single,secondary,no,1504.0,yes,no,unknown,12,may,-1.0,unknown,no,0.0,5.981414211254481,1.3862943611198906,0.0,1
45.0,services,single,secondary,no,482.0,yes,yes,unknown,30,may,-1.0,unknown,no,0.0,6.45833828334479,1.0986122886681098,0.0,1
53.0,blue-collar,married,secondary,no,208.0,no,no,unknown,20,jun,-1.0,unknown,no,0.0,5.811140992976701,1.9459101490553132,0.0,0
42.0,management,married,tertiary,no,441.0,no,no,cellular,7,aug,-1.0,unknown,no,0.0,5.6937321388027,1.9459101490553132,0.0,0
55.0,admin.,married,secondary,no,-2.0,no,no,cellular,28,aug,-1.0,unknown,no,0.0,4.343805421853684,0.6931471805599453,0.0,1
57.0,housemaid,divorced,primary,no,4087.0,no,no,cellular,17,nov,-1.0,unknown,no,0.0,6.013715156042802,1.3862943611198906,0.0,3
58.0,management,married,secondary,no,407.0,yes,no,cellular,29,jul,-1.0,unknown,no,0.0,4.983606621708336,1.0986122886681098,0.0,0
48.0,technician,married,secondary,no,197.0,no,yes,cellular,3,feb,53.375,other,no,0.0,3.871201010907891,1.0986122886681098,1.252762968495368,2
33.0,technician,married,secondary,no,348.0,yes,no,cellular,7,may,53.375,success,no,0.0,5.575949103146316,1.0986122886681098,0.6931471805599453,2
43.0,technician,divorced,tertiary,no,101.0,no,no,cellular,19,aug,-1.0,unknown,no,0.0,5.159055299214529,1.3862943611198906,0.0,0
29.0,blue-collar,married,secondary,no,294.0,yes,no,unknown,14,may,-1.0,unknown,no,0.0,6.38856140554563,1.0986122886681098,0.0,1
26.0,admin.,single,tertiary,no,3730.0,yes,no,cellular,11,mar,53.375,other,no,0.0,4.543294782270004,0.6931471805599453,1.252762968495368,2
